N	d_sq	d_sq*ln(N)	bt_v	vt_Gv	S1	S2	S3	M(N)	f_N(0.5)
258	8.9590954743e-2	0.497495	0.71553399	0.52065894	-0.003217	-1.018514	-1.260873	-3	0.764422
259	9.0068156427e-2	0.500493	0.71569490	0.52145796	0.000644	-0.997059	-1.141652	-2	0.764591
260	9.1248120976e-2	0.507402	0.71641100	0.52407013	0.000644	-0.997059	-1.141652	-2	0.764753
261	9.1384487221e-2	0.508511	0.71583309	0.52305068	0.000644	-0.997059	-1.141652	-2	0.764915
262	9.0473483229e-2	0.503788	0.71572776	0.52192901	0.004461	-0.975806	-1.023307	-1	0.765075
263	9.0040934131e-2	0.501722	0.71661211	0.52326516	0.000658	-0.996993	-1.141363	-2	0.765230
264	8.9734201891e-2	0.500353	0.71658763	0.52290947	0.000658	-0.996993	-1.141363	-2	0.765389
265	8.9509949354e-2	0.499441	0.71671998	0.52294991	0.004432	-0.975937	-1.023879	-1	0.765547
266	8.9459423196e-2	0.499496	0.71741804	0.52429550	0.000673	-0.996928	-1.141080	-2	0.765699
267	9.0727172599e-2	0.506915	0.71613406	0.52299529	0.004418	-0.976002	-1.024161	-1	0.765855
268	9.1310882859e-2	0.510518	0.71547629	0.52226346	0.004418	-0.976002	-1.024161	-1	0.766006
269	9.1974015112e-2	0.514568	0.71631224	0.52459849	0.000701	-0.996800	-1.140521	-2	0.766156
270	8.9755673809e-2	0.502490	0.71659293	0.52294153	0.000701	-0.996800	-1.140521	-2	0.766310
271	9.0283800561e-2	0.505781	0.71721915	0.52472210	-0.002990	-1.017472	-1.256328	-3	0.766463
272	8.9829353838e-2	0.503566	0.71827489	0.52637914	-0.002990	-1.017472	-1.256328	-3	0.766620
273	8.8088266523e-2	0.494129	0.71889616	0.52588058	-0.006653	-1.038019	-1.371589	-4	0.766777
274	9.0541980368e-2	0.508224	0.71950773	0.52955744	-0.003003	-1.017534	-1.256599	-3	0.766938
275	8.9861933285e-2	0.504734	0.71983038	0.52952270	-0.003003	-1.017534	-1.256599	-3	0.767093
276	8.8987986857e-2	0.500148	0.71979396	0.52857591	-0.003003	-1.017534	-1.256599	-3	0.767247
277	8.8755516512e-2	0.499163	0.71977315	0.52830181	-0.006613	-1.037837	-1.370785	-4	0.767401
278	8.9707394306e-2	0.504839	0.71965979	0.52902698	-0.003016	-1.017594	-1.256864	-3	0.767558
279	8.7514604237e-2	0.492813	0.72078982	0.52909425	-0.003016	-1.017594	-1.256864	-3	0.767710
280	8.6669335223e-2	0.488363	0.72015960	0.52698854	-0.003016	-1.017594	-1.256864	-3	0.767861
281	8.6847087782e-2	0.489675	0.72035208	0.52755124	-0.006575	-1.037659	-1.369999	-4	0.768012
282	8.6448381234e-2	0.487734	0.72046027	0.52736892	-0.010121	-1.057666	-1.482875	-5	0.768166
283	8.6211099387e-2	0.486700	0.72134899	0.52890907	-0.013654	-1.077614	-1.595494	-6	0.768324
284	8.6137107327e-2	0.486586	0.72099961	0.52813634	-0.013654	-1.077614	-1.595494	-6	0.768486
285	8.6382616461e-2	0.488277	0.72098926	0.52836114	-0.017163	-1.097448	-1.707602	-7	0.768647
286	8.6846414393e-2	0.491203	0.72060680	0.52806001	-0.020660	-1.117224	-1.819456	-8	0.768812
287	8.7254291589e-2	0.493814	0.72068835	0.52863100	-0.017175	-1.097504	-1.707854	-7	0.768980
288	8.7530786912e-2	0.495683	0.72084328	0.52921735	-0.017175	-1.097504	-1.707854	-7	0.769143
289	8.9062178524e-2	0.504664	0.72113916	0.53134051	-0.017175	-1.097504	-1.707854	-7	0.769305
290	8.9140250470e-2	0.505415	0.72191012	0.53296050	-0.020623	-1.117056	-1.818707	-8	0.769466
291	8.6529115532e-2	0.490908	0.72285219	0.53223349	-0.017187	-1.097560	-1.708100	-7	0.769631
292	8.7308397658e-2	0.495628	0.72299358	0.53329556	-0.017187	-1.097560	-1.708100	-7	0.769791
293	8.6631504570e-2	0.492082	0.72279144	0.53221439	-0.020600	-1.116946	-1.818218	-8	0.769950
294	8.6753925221e-2	0.493073	0.72213721	0.53102835	-0.020600	-1.116946	-1.818218	-8	0.770113
295	8.6532915326e-2	0.492111	0.72225538	0.53104368	-0.017210	-1.097668	-1.708585	-7	0.770275
296	8.6277270067e-2	0.490949	0.72301792	0.53231311	-0.017210	-1.097668	-1.708585	-7	0.770432
297	8.6707427152e-2	0.493689	0.72322784	0.53316310	-0.017210	-1.097668	-1.708585	-7	0.770588
298	8.7097522708e-2	0.496203	0.72261742	0.53233236	-0.013854	-1.078550	-1.599669	-6	0.770744
299	8.7547849667e-2	0.499062	0.72200933	0.53156650	-0.010510	-1.059485	-1.490990	-5	0.770895
300	8.9000554684e-2	0.507640	0.72185717	0.53271489	-0.010510	-1.059485	-1.490990	-5	0.771041
301	8.8651507030e-2	0.505944	0.72250227	0.53365605	-0.007188	-1.040525	-1.382780	-4	0.771187
302	9.0354097024e-2	0.515960	0.72236970	0.53509350	-0.003876	-1.021616	-1.274804	-3	0.771328
303	9.0693923525e-2	0.518201	0.72227162	0.53523717	-0.000576	-1.002759	-1.167059	-2	0.771465
304	8.7657213981e-2	0.501139	0.72275288	0.53316297	-0.000576	-1.002759	-1.167059	-2	0.771598
305	8.7636556945e-2	0.501308	0.72300185	0.53364026	0.002703	-0.984004	-1.059773	-1	0.771729
306	8.7178345934e-2	0.498973	0.72274248	0.53266331	0.002703	-0.984004	-1.059773	-1	0.771857
307	8.5916201557e-2	0.492029	0.72402926	0.53397473	-0.000555	-1.002658	-1.166603	-2	0.771984
308	8.5459503298e-2	0.489691	0.72451980	0.53449910	-0.000555	-1.002658	-1.166603	-2	0.772114
309	8.5371114826e-2	0.489462	0.72417140	0.53371391	0.002681	-0.984103	-1.060224	-1	0.772243
310	8.7254660585e-2	0.500543	0.72409303	0.53544071	-0.000544	-1.002609	-1.166380	-2	0.772369
311	8.5711067153e-2	0.491964	0.72436396	0.53443899	-0.003760	-1.021064	-1.272313	-3	0.772497
312	8.5799887976e-2	0.492749	0.72513057	0.53606102	-0.003760	-1.021064	-1.272313	-3	0.772628
313	8.4053200801e-2	0.482987	0.72555438	0.53516196	-0.006955	-1.039423	-1.377804	-4	0.772759
314	8.4957193374e-2	0.488452	0.72641506	0.53778732	-0.003770	-1.021113	-1.272532	-3	0.772893
315	8.3943882125e-2	0.482893	0.72729016	0.53852421	-0.003770	-1.021113	-1.272532	-3	0.773023
316	8.3859613474e-2	0.482674	0.72748568	0.53883098	-0.003770	-1.021113	-1.272532	-3	0.773152
317	8.3020594570e-2	0.478107	0.72790065	0.53882190	-0.006925	-1.039280	-1.377153	-4	0.773280
318	8.1860790541e-2	0.471686	0.72768993	0.53724066	-0.010069	-1.057399	-1.481560	-5	0.773412
319	8.4682474041e-2	0.488211	0.72757085	0.53982418	-0.006934	-1.039327	-1.377367	-4	0.773546
320	8.4004935743e-2	0.484567	0.72744977	0.53890447	-0.006934	-1.039327	-1.377367	-4	0.773677
321	8.3722710956e-2	0.483201	0.72842535	0.54057341	-0.003819	-1.021347	-1.273599	-3	0.773806
322	8.2712996703e-2	0.477630	0.72955895	0.54183089	-0.006925	-1.039280	-1.377157	-4	0.773932
323	8.2103418766e-2	0.474365	0.72958242	0.54126826	-0.003829	-1.021393	-1.273809	-3	0.774061
324	8.4250741473e-2	0.487032	0.72971520	0.54368115	-0.003829	-1.021393	-1.273809	-3	0.774186
325	8.4699252044e-2	0.489886	0.73010535	0.54490995	-0.003829	-1.021393	-1.273809	-3	0.774310
326	8.4122319967e-2	0.486807	0.73086627	0.54585485	-0.000761	-1.003642	-1.171084	-2	0.774434
327	8.3557561104e-2	0.483795	0.73137866	0.54631488	0.002297	-0.985935	-1.068566	-1	0.774554
328	8.2409337692e-2	0.477398	0.73110648	0.54462229	0.002297	-0.985935	-1.068566	-1	0.774671
329	8.0667106729e-2	0.467551	0.73157098	0.54380907	0.005336	-0.968318	-0.966455	0	0.774787
330	8.1925660764e-2	0.475094	0.73164880	0.54522325	0.008367	-0.950745	-0.864548	1	0.774899
331	8.1898412660e-2	0.475184	0.73194970	0.54579782	0.005346	-0.968274	-0.966254	0	0.775008
332	8.2086781535e-2	0.476525	0.73231396	0.54671471	0.005346	-0.968274	-0.966254	0	0.775119
333	8.3714712039e-2	0.486227	0.73181818	0.54735107	0.005346	-0.968274	-0.966254	0	0.775230
334	8.1115718161e-2	0.471375	0.73141930	0.54395433	0.008340	-0.950876	-0.865148	1	0.775340
335	8.1169194812e-2	0.471928	0.73111801	0.54340521	0.011325	-0.933520	-0.764240	2	0.775447
336	8.0850812559e-2	0.470318	0.73066692	0.54218465	0.011325	-0.933520	-0.764240	2	0.775551
337	8.0938907300e-2	0.471071	0.73024944	0.54143779	0.008357	-0.950790	-0.864754	1	0.775654
338	8.1163379552e-2	0.472618	0.73018870	0.54154079	0.008357	-0.950790	-0.864754	1	0.775760
339	8.1341352578e-2	0.473895	0.72961276	0.54056688	0.011307	-0.933604	-0.764630	2	0.775865
340	8.3363180596e-2	0.485919	0.72868370	0.54073059	0.011307	-0.933604	-0.764630	2	0.775967
341	8.3032017544e-2	0.484233	0.72904957	0.54113115	0.014240	-0.916502	-0.664891	3	0.776068
342	8.2902109609e-2	0.483718	0.72919319	0.54128848	0.014240	-0.916502	-0.664891	3	0.776166
343	8.2718341021e-2	0.482887	0.72904680	0.54081195	0.014240	-0.916502	-0.664891	3	0.776264
344	8.2916143144e-2	0.484283	0.72898754	0.54089122	0.014240	-0.916502	-0.664891	3	0.776361
345	8.3467176326e-2	0.487744	0.72890152	0.54127021	0.011341	-0.933440	-0.763868	2	0.776458
346	8.2434314002e-2	0.481947	0.72939379	0.54122190	0.014231	-0.916543	-0.665079	3	0.776558
347	8.2437442430e-2	0.482203	0.72996452	0.54236647	0.011349	-0.933400	-0.763680	2	0.776654
348	8.3470743114e-2	0.488488	0.72994105	0.54335285	0.011349	-0.933400	-0.763680	2	0.776752
349	8.1118418079e-2	0.474954	0.72979822	0.54071486	0.008484	-0.950176	-0.861909	1	0.776851
350	8.1884130166e-2	0.479672	0.72970233	0.54128879	0.008484	-0.950176	-0.861909	1	0.776951
351	8.3541776268e-2	0.489620	0.72959041	0.54272260	0.008484	-0.950176	-0.861909	1	0.777052
352	8.1028039354e-2	0.475119	0.72984610	0.54072023	0.008484	-0.950176	-0.861909	1	0.777152
353	8.2043422076e-2	0.481305	0.72983049	0.54170441	0.005651	-0.966795	-0.959404	0	0.777251
354	8.1999162702e-2	0.481277	0.73032237	0.54264391	0.002826	-0.983375	-1.056716	-1	0.777353
355	8.2199919509e-2	0.482688	0.73002599	0.54225191	0.005643	-0.966834	-0.959584	0	0.777457
356	8.1727736242e-2	0.480145	0.73000893	0.54174560	0.005643	-0.966834	-0.959584	0	0.777559
357	8.2695557687e-2	0.486063	0.73022218	0.54313992	0.002842	-0.983298	-1.056357	-1	0.777659
358	8.4008435028e-2	0.494014	0.73024299	0.54449441	0.005635	-0.966872	-0.959763	0	0.777762
359	8.2512217423e-2	0.485446	0.73080135	0.54411492	0.002850	-0.983260	-1.056179	-1	0.777862
360	8.2157910336e-2	0.483590	0.73085559	0.54386908	0.002850	-0.983260	-1.056179	-1	0.777965
361	8.2419444966e-2	0.485358	0.73094426	0.54430796	0.002850	-0.983260	-1.056179	-1	0.778067
362	8.2527676565e-2	0.486224	0.73149995	0.54552758	0.005612	-0.966985	-0.960291	0	0.778168
363	8.0978725013e-2	0.477321	0.73161889	0.54421651	0.005612	-0.966985	-0.960291	0	0.778267
364	8.1569320030e-2	0.481027	0.73144572	0.54446077	0.005612	-0.966985	-0.960291	0	0.778365
365	8.2331817079e-2	0.485749	0.73104809	0.54442801	0.008352	-0.950821	-0.864925	1	0.778463
366	8.2346449165e-2	0.486061	0.73143627	0.54521900	0.005620	-0.966948	-0.960119	0	0.778558
367	8.0190622816e-2	0.473555	0.73216401	0.54451865	0.002895	-0.983039	-1.055141	-1	0.778655
368	8.1264718781e-2	0.480119	0.73226145	0.54578761	0.002895	-0.983039	-1.055141	-1	0.778754
369	8.1710183649e-2	0.482972	0.73259334	0.54689685	0.002895	-0.983039	-1.055141	-1	0.778853
370	8.1037497158e-2	0.479215	0.73251032	0.54605813	0.000192	-0.999022	-1.149654	-2	0.778952
371	8.0770778558e-2	0.477856	0.73253481	0.54584040	0.002888	-0.983075	-1.055310	-1	0.779052
372	8.1682025963e-2	0.483467	0.73200195	0.54568593	0.002888	-0.983075	-1.055310	-1	0.779150
373	8.0127795893e-2	0.474483	0.73309155	0.54631089	0.000207	-0.998951	-1.149318	-2	0.779248
374	8.1605376963e-2	0.483451	0.73356421	0.54873379	-0.002467	-1.014791	-1.243160	-3	0.779347
375	8.0541636135e-2	0.477364	0.73389348	0.54832859	-0.002467	-1.014791	-1.243160	-3	0.779449
376	8.0468597912e-2	0.477146	0.73397239	0.54841338	-0.002467	-1.014791	-1.243160	-3	0.779550
377	8.0998006517e-2	0.480500	0.73363821	0.54827443	0.000186	-0.999055	-1.149814	-2	0.779651
378	8.0431910621e-2	0.477355	0.73355902	0.54754995	0.000186	-0.999055	-1.149814	-2	0.779749
379	7.9642700681e-2	0.472881	0.73401889	0.54768049	-0.002453	-1.014722	-1.242833	-3	0.779847
380	7.8093926402e-2	0.463891	0.73417742	0.54644876	-0.002453	-1.014722	-1.242833	-3	0.779947
381	7.8637544843e-2	0.467327	0.73449016	0.54761787	0.000172	-0.999124	-1.150138	-2	0.780046
382	7.9614450165e-2	0.473341	0.73438097	0.54837639	0.002789	-0.983560	-1.057604	-1	0.780143
383	7.9678404780e-2	0.473930	0.73423104	0.54814048	0.000179	-0.999090	-1.149978	-2	0.780237
384	7.9703860346e-2	0.474289	0.73410785	0.54791956	0.000179	-0.999090	-1.149978	-2	0.780333
385	8.0051932870e-2	0.476569	0.73447565	0.54900324	-0.002419	-1.014553	-1.242032	-3	0.780429
386	8.0163452217e-2	0.477440	0.73439990	0.54896325	0.000172	-0.999123	-1.150136	-2	0.780527
387	8.1548496369e-2	0.485901	0.73452632	0.55060113	0.000172	-0.999123	-1.150136	-2	0.780622
388	8.0895824995e-2	0.482220	0.73538083	0.55165749	0.000172	-0.999123	-1.150136	-2	0.780717
389	8.0389974084e-2	0.479412	0.73567564	0.55174126	-0.002399	-1.014454	-1.241561	-3	0.780811
390	8.1591484296e-2	0.486787	0.73556953	0.55273053	0.000165	-0.999156	-1.150292	-2	0.780908
391	7.9808932812e-2	0.476356	0.73577623	0.55136139	0.002723	-0.983891	-1.059178	-1	0.781002
392	7.8672297968e-2	0.469773	0.73635594	0.55138418	0.002723	-0.983891	-1.059178	-1	0.781093
393	7.8536733137e-2	0.469163	0.73678933	0.55211538	0.005267	-0.968690	-0.968373	0	0.781184
394	7.7325319970e-2	0.462123	0.73736632	0.55205796	0.007805	-0.953522	-0.877721	1	0.781273
395	7.9236185855e-2	0.473744	0.73730925	0.55385469	0.010337	-0.938385	-0.787223	2	0.781359
396	7.8485911883e-2	0.469457	0.73711044	0.55270679	0.010337	-0.938385	-0.787223	2	0.781442
397	7.7309747002e-2	0.462617	0.73740363	0.55211700	0.007818	-0.953458	-0.877418	1	0.781526
398	7.7721984602e-2	0.465279	0.73738244	0.55248687	0.010331	-0.938417	-0.787373	2	0.781611
399	7.8056649506e-2	0.467478	0.73712921	0.55231507	0.007824	-0.953427	-0.877267	1	0.781694
400	7.7373720267e-2	0.463582	0.73756170	0.55249712	0.007824	-0.953427	-0.877267	1	0.781779
401	7.7008949494e-2	0.461589	0.73758956	0.55218807	0.005331	-0.968374	-0.966862	0	0.781863
402	7.6845969226e-2	0.460803	0.73741568	0.55167733	0.002843	-0.983291	-1.056309	-1	0.781949
403	7.7372007049e-2	0.464150	0.73721751	0.55180703	0.005324	-0.968405	-0.967010	0	0.782037
404	7.7382166145e-2	0.464402	0.73742428	0.55223073	0.005324	-0.968405	-0.967010	0	0.782123
405	7.7188506456e-2	0.463431	0.73814947	0.55348744	0.005324	-0.968405	-0.967010	0	0.782208
406	7.7295239647e-2	0.464263	0.73879497	0.55488517	0.002861	-0.983199	-1.055868	-1	0.782293
407	7.7507159102e-2	0.465726	0.73834205	0.55419127	0.005318	-0.968436	-0.967156	0	0.782380
408	7.7336654963e-2	0.464891	0.73797858	0.55329381	0.005318	-0.968436	-0.967156	0	0.782464
409	7.9491478529e-2	0.478039	0.73792378	0.55533905	0.002873	-0.983139	-1.055578	-1	0.782549
410	7.8337610749e-2	0.471291	0.73841175	0.55516112	0.000434	-0.997813	-1.143857	-2	0.782635
411	7.8308765558e-2	0.471309	0.73876494	0.55583864	0.002867	-0.983169	-1.055722	-1	0.782722
412	7.9127076876e-2	0.476426	0.73900743	0.55714194	0.002867	-0.983169	-1.055722	-1	0.782808
413	7.8068770727e-2	0.470243	0.73875925	0.55558727	0.005289	-0.968584	-0.967872	0	0.782893
414	7.9617040250e-2	0.479762	0.73854191	0.55670086	0.005289	-0.968584	-0.967872	0	0.782976
415	7.8342644127e-2	0.472271	0.73824834	0.55483933	0.007698	-0.954058	-0.880306	1	0.783058
416	7.8349501751e-2	0.472501	0.73810430	0.55455811	0.007698	-0.954058	-0.880306	1	0.783139
417	7.7979566017e-2	0.470457	0.73779252	0.55356460	0.010096	-0.939590	-0.793020	2	0.783219
418	7.7692982644e-2	0.468915	0.73795600	0.55360499	0.007704	-0.954029	-0.880166	1	0.783297
419	7.7492998366e-2	0.467893	0.73807067	0.55363433	0.005318	-0.968440	-0.967173	0	0.783376
420	7.7757692925e-2	0.469676	0.73815114	0.55405997	0.005318	-0.968440	-0.967173	0	0.783458
421	7.7420798926e-2	0.467825	0.73816715	0.55375509	0.002942	-0.982793	-1.053903	-1	0.783539
422	7.8251357975e-2	0.473030	0.73777325	0.55379785	0.005312	-0.968468	-0.967310	0	0.783621
423	7.8475998819e-2	0.474574	0.73851793	0.55551186	0.005312	-0.968468	-0.967310	0	0.783702
424	8.0823576384e-2	0.488961	0.73823528	0.55729414	0.005312	-0.968468	-0.967310	0	0.783782
425	7.8780765747e-2	0.476788	0.73836667	0.55551410	0.005312	-0.968468	-0.967310	0	0.783862
426	7.7805861532e-2	0.471071	0.73860464	0.55501515	0.002964	-0.982680	-1.053358	-1	0.783942
427	7.8381867244e-2	0.474742	0.73901817	0.55641821	0.005306	-0.968496	-0.967445	0	0.784023
428	7.6719447677e-2	0.464853	0.73956662	0.55585268	0.005306	-0.968496	-0.967445	0	0.784103
429	7.5548763180e-2	0.457936	0.74040920	0.55636716	0.002975	-0.982625	-1.053089	-1	0.784182
430	7.5979770168e-2	0.460725	0.74055114	0.55708204	0.000650	-0.996727	-1.138600	-2	0.784262
431	7.7051381988e-2	0.467402	0.74112113	0.55929363	-0.001670	-1.010801	-1.223977	-3	0.784344
432	7.7071748267e-2	0.467704	0.74105676	0.55918527	-0.001670	-1.010801	-1.223977	-3	0.784428
433	7.5556363535e-2	0.458683	0.74067943	0.55691523	-0.003980	-1.024822	-1.309090	-4	0.784511
434	7.5903268830e-2	0.460964	0.74065422	0.55721171	-0.006284	-1.038815	-1.394071	-5	0.784596
435	7.5115740600e-2	0.456354	0.74086742	0.55685058	-0.008583	-1.052781	-1.478921	-6	0.784683
436	7.5884752248e-2	0.461200	0.74097999	0.55784473	-0.008583	-1.052781	-1.478921	-6	0.784770
437	7.5536357193e-2	0.459256	0.74112681	0.55778999	-0.006295	-1.038868	-1.394332	-5	0.784858
438	7.5406096439e-2	0.458636	0.74148401	0.55837412	-0.008578	-1.052755	-1.478792	-6	0.784944
439	7.4952997998e-2	0.456051	0.74171689	0.55838678	-0.010856	-1.066614	-1.563122	-7	0.785031
440	7.4855556571e-2	0.455629	0.74137503	0.55760561	-0.010856	-1.066614	-1.563122	-7	0.785119
441	7.5136574336e-2	0.457510	0.74176795	0.55867248	-0.010856	-1.066614	-1.563122	-7	0.785207
442	7.4884256440e-2	0.456143	0.74123692	0.55735810	-0.013118	-1.080396	-1.647068	-8	0.785295
443	7.4738096072e-2	0.455422	0.74110151	0.55694112	-0.015375	-1.094151	-1.730887	-9	0.785385
444	7.5281097624e-2	0.458900	0.74118729	0.55765567	-0.015375	-1.094151	-1.730887	-9	0.785475
445	7.6297571314e-2	0.465268	0.74056383	0.55742522	-0.013128	-1.080447	-1.647322	-8	0.785566
446	7.5161248268e-2	0.458508	0.74075468	0.55667060	-0.010886	-1.066770	-1.563882	-7	0.785654
447	7.5321440650e-2	0.459654	0.74108098	0.55748341	-0.008649	-1.053117	-1.480569	-6	0.785741
448	7.6022939369e-2	0.464104	0.74072504	0.55747301	-0.008649	-1.053117	-1.480569	-6	0.785826
449	7.4729638316e-2	0.456376	0.74132881	0.55738725	-0.010876	-1.066719	-1.563633	-7	0.785910
450	7.4775642041e-2	0.456823	0.74143973	0.55765510	-0.010876	-1.066719	-1.563633	-7	0.785996
451	7.4560200394e-2	0.455672	0.74155294	0.55766608	-0.008659	-1.053168	-1.480817	-6	0.786082
452	7.4883997533e-2	0.457817	0.74186564	0.55861527	-0.008659	-1.053168	-1.480817	-6	0.786166
453	7.5334710137e-2	0.460739	0.74136542	0.55806556	-0.006451	-1.039667	-1.398247	-5	0.786249
454	7.6016477472e-2	0.465076	0.74127326	0.55856300	-0.004249	-1.026191	-1.315799	-4	0.786331
455	7.5175260654e-2	0.460095	0.74126474	0.55770473	-0.006446	-1.039642	-1.398125	-5	0.786411
456	7.4478509652e-2	0.455994	0.74172236	0.55792323	-0.006446	-1.039642	-1.398125	-5	0.786492
457	7.4353148959e-2	0.455389	0.74215076	0.55865468	-0.008635	-1.053044	-1.480207	-6	0.786573
458	7.5316718580e-2	0.461456	0.74206462	0.55944597	-0.006451	-1.039667	-1.398245	-5	0.786655
459	7.4728506613e-2	0.458015	0.74224486	0.55921822	-0.006451	-1.039667	-1.398245	-5	0.786736
460	7.6372604745e-2	0.468258	0.74216841	0.56070943	-0.006451	-1.039667	-1.398245	-5	0.786816
461	7.5364104916e-2	0.462238	0.74249436	0.56035282	-0.008620	-1.052971	-1.479848	-6	0.786896
462	7.5920235852e-2	0.465814	0.74261743	0.56115509	-0.006456	-1.039691	-1.398365	-5	0.786977
463	7.5665893006e-2	0.464417	0.74235759	0.56038107	-0.008616	-1.052947	-1.479729	-6	0.787057
464	7.5527416848e-2	0.463730	0.74225196	0.56003135	-0.008616	-1.052947	-1.479729	-6	0.787138
465	7.5434951670e-2	0.463324	0.74253672	0.56050839	-0.010766	-1.066156	-1.560857	-7	0.787219
466	7.5568606384e-2	0.464308	0.74254536	0.56065933	-0.008620	-1.052971	-1.479846	-6	0.787300
467	7.5717092609e-2	0.465382	0.74226984	0.56025678	-0.010762	-1.066132	-1.560740	-7	0.787381
468	7.6556610266e-2	0.470706	0.74253539	0.56162740	-0.010762	-1.066132	-1.560740	-7	0.787462
469	7.5806890229e-2	0.466258	0.74288745	0.56158179	-0.008629	-1.053018	-1.480079	-6	0.787543
470	7.7197202375e-2	0.474974	0.74321971	0.56363662	-0.010757	-1.066109	-1.560624	-7	0.787623
471	7.6698897772e-2	0.472071	0.74330860	0.56331609	-0.008634	-1.053041	-1.480195	-6	0.787704
472	7.6206600481e-2	0.469202	0.74334804	0.56290267	-0.008634	-1.053041	-1.480195	-6	0.787783
473	7.6794979077e-2	0.472988	0.74339751	0.56358999	-0.006520	-1.040020	-1.399995	-5	0.787862
474	7.4660886273e-2	0.460001	0.74423989	0.56314067	-0.008629	-1.053018	-1.480080	-6	0.787939
475	7.5180510834e-2	0.463361	0.74388464	0.56294978	-0.008629	-1.053018	-1.480080	-6	0.788017
476	7.6441648992e-2	0.471295	0.74391423	0.56427011	-0.008629	-1.053018	-1.480080	-6	0.788095
477	7.7843009572e-2	0.480098	0.74432816	0.56649933	-0.008629	-1.053018	-1.480080	-6	0.788173
478	7.7201714160e-2	0.476305	0.74409315	0.56538802	-0.006537	-1.040111	-1.400448	-5	0.788251
479	7.5441262911e-2	0.465601	0.74468096	0.56480318	-0.008625	-1.052996	-1.479968	-6	0.788327
480	7.4466403710e-2	0.459740	0.74458187	0.56363014	-0.008625	-1.052996	-1.479968	-6	0.788405
481	7.5293228277e-2	0.465001	0.74455871	0.56441064	-0.006546	-1.040156	-1.400672	-5	0.788482
482	7.4544517051e-2	0.460532	0.74436130	0.56326713	-0.004471	-1.027339	-1.321488	-4	0.788557
483	7.3854806184e-2	0.456424	0.74442139	0.56269758	-0.006542	-1.040134	-1.400561	-5	0.788631
484	7.4482120803e-2	0.460455	0.74505451	0.56459113	-0.006542	-1.040134	-1.400561	-5	0.788706
485	7.4102411694e-2	0.458260	0.74501204	0.56412650	-0.004480	-1.027383	-1.321708	-4	0.788781
486	7.3824916839e-2	0.456696	0.74507361	0.56397214	-0.004480	-1.027383	-1.321708	-4	0.788854
487	7.3852996886e-2	0.457022	0.74504660	0.56394621	-0.006533	-1.040090	-1.400342	-5	0.788927
488	7.3107963598e-2	0.452561	0.74575429	0.56461654	-0.006533	-1.040090	-1.400342	-5	0.789002
489	7.4367642952e-2	0.460511	0.74551795	0.56540355	-0.004488	-1.027426	-1.321926	-4	0.789076
490	7.4217282033e-2	0.459732	0.74506297	0.56434322	-0.004488	-1.027426	-1.321926	-4	0.789148
491	7.5458541481e-2	0.467575	0.74495811	0.56537477	-0.006525	-1.040046	-1.400126	-5	0.789221
492	7.5661003278e-2	0.468983	0.74448222	0.56462545	-0.006525	-1.040046	-1.400126	-5	0.789294
493	7.3849581752e-2	0.457905	0.74460990	0.56306939	-0.004497	-1.027469	-1.322141	-4	0.789367
494	7.3871998771e-2	0.458194	0.74492430	0.56372060	-0.006521	-1.040025	-1.400019	-5	0.789439
495	7.4389304706e-2	0.461553	0.74535897	0.56510724	-0.006521	-1.040025	-1.400019	-5	0.789512
496	7.5966036559e-2	0.471489	0.74545352	0.56687307	-0.006521	-1.040025	-1.400019	-5	0.789585
497	7.5717071047e-2	0.470096	0.74571133	0.56713973	-0.004509	-1.027533	-1.322460	-4	0.789657
498	7.6143480582e-2	0.472897	0.74624126	0.56862601	-0.006517	-1.040004	-1.399913	-5	0.789728
499	7.4404301754e-2	0.462245	0.74690921	0.56822272	-0.008521	-1.052454	-1.477261	-6	0.789800
500	7.5059899308e-2	0.466468	0.74716435	0.56938860	-0.008521	-1.052454	-1.477261	-6	0.789874
501	7.3624802349e-2	0.457696	0.74660479	0.56683439	-0.006525	-1.040046	-1.400122	-5	0.789947
502	7.3137206885e-2	0.454811	0.74647426	0.56608574	-0.004533	-1.027658	-1.323089	-4	0.790018
503	7.3122399835e-2	0.454864	0.74632298	0.56576836	-0.006521	-1.040025	-1.400019	-5	0.790088
504	7.3698336085e-2	0.458594	0.74620532	0.56610898	-0.006521	-1.040025	-1.400019	-5	0.790159
505	7.3214223297e-2	0.455726	0.74695261	0.56711945	-0.004541	-1.027699	-1.323295	-4	0.790230
506	7.2223181650e-2	0.449700	0.74738023	0.56698364	-0.006517	-1.040005	-1.399916	-5	0.790300
507	7.1610848685e-2	0.446029	0.74735607	0.56632300	-0.006517	-1.040005	-1.399916	-5	0.790370
508	7.1585291830e-2	0.446011	0.74762318	0.56683166	-0.006517	-1.040005	-1.399916	-5	0.790441
509	7.2140338231e-2	0.449611	0.74789123	0.56792280	-0.008482	-1.052249	-1.476229	-6	0.790511
510	7.2417141150e-2	0.451478	0.74776770	0.56795253	-0.006521	-1.040025	-1.400017	-5	0.790582
511	7.2850598518e-2	0.454323	0.74763751	0.56812561	-0.004564	-1.027821	-1.323907	-4	0.790652
512	7.2842493293e-2	0.454415	0.74751871	0.56787991	-0.004564	-1.027821	-1.323907	-4	0.790721
513	7.3228361213e-2	0.456965	0.74779940	0.56882715	-0.004564	-1.027821	-1.323907	-4	0.790789
